#{"t_start": 1712938414.291613, "env_id": "None"}
r,l,t
20.092751,252,21.798027
0.079426,252,42.028626
0.088547,252,62.95214
0.079361,252,83.639896
0.085907,252,105.02302
0.113877,252,126.425384
0.117573,252,147.865499
0.11219,252,169.198927
0.102223,252,189.962175
0.110712,252,210.207053
0.104659,252,230.763633
0.095176,252,252.598903
0.09017,252,273.666951
0.078147,252,294.526433
0.081401,252,315.188404
0.072243,252,335.813686
0.085167,252,356.236793
0.088059,252,377.352073
0.084195,252,398.437397
0.080647,252,419.435888
0.084937,252,440.456531
0.088088,252,461.462109
0.081703,252,479.571067
0.079505,252,496.713335
0.076799,252,513.563841
0.066113,252,531.362709
0.066231,252,549.786748
0.066831,252,566.850743
0.065381,252,584.715561
0.057628,252,604.572088
0.058353,252,624.691477
0.061422,252,645.352447
0.059365,252,666.410381
0.057379,252,687.337672
0.050427,252,708.715722
0.051405,252,729.298077
0.046679,252,750.507842
0.044634,252,771.178923
0.047886,252,791.74961200.049757,252,812.62301700.048415,252,834.00418300.048079,252,854.69557200.053219,252,874.96475500.058795,252,895.15822300.057398,252,916.47755
0.059514,252,936.581321
0.058532,252,957.41816
0.064074,252,978.748203
0.067876,252,999.418175
0.067828,252,1019.486453
0.070746,252,1039.360842
0.065951,252,1059.61921
0.066836,252,1080.056936
0.064004,252,1101.573296
0.062306,252,1122.739774
0.064509,252,1143.194865
0.069096,252,1162.005555
0.070801,252,1180.464982
0.074352,252,1197.952925
0.07393,252,1216.585411
0.072016,252,1235.054252
0.078228,252,1252.057124
0.084217,252,1270.993535
0.083315,252,1291.553733
0.084628,252,1312.782104
0.08383,252,1333.618902
0.080364,252,1354.592256
0.078533,252,1375.917897
0.080753,252,1397.296186
0.079687,252,1417.493871
0.077757,252,1438.942056
0.075388,252,1459.908717
0.074491,252,1481.298152
0.074065,252,1502.061366
0.058131,252,1523.879693
0.057593,252,1544.446176
0.055271,252,1565.363291
0.051621,252,1586.398946
0.05821,252,1607.253057
0.056554,252,1627.411797
0.053613,252,1646.584375
0.056402,252,1665.695066
0.052818,252,1684.016517
0.053558,252,1701.060998
0.050408,252,1718.470654
0.047092,252,1736.072488
0.047454,252,1752.957641
0.044804,252,1769.552327
0.042126,252,1786.32511600.044456,252,1803.04752300.049151,252,1820.02880200.048171,252,1837.23777800.046296,252,1854.05886700.04747,252,1870.9723070.0.053156,252,1888.7372890.0.056852,252,1907.7250740.0.05696,252,1924.6844710.0.052039,252,1942.0628640.0.051272,252,1958.8719480.0.04832,252,1975.57432500.045064,252,1992.18048400.049042,252,2012.62468
0.055905,252,2034.469964
0.05773,252,2054.724165
