#{"t_start": 1712938414.300663, "env_id": "None"}
r,l,t
20.092751,252,21.803709
0.079426,252,42.034313
0.088547,252,62.95758600.079361,252,83.64559200.085907,252,105.0286500.113877,252,126.43131400.117573,252,147.87143600.11219,252,169.204586
0.102223,252,189.967785
0.110712,252,210.212847
0.104659,252,230.76932
0.095176,252,252.604577
0.09017,252,273.672629
0.078147,252,294.532373
0.081401,252,315.193787
0.072243,252,335.81954
0.085167,252,356.242204
0.088059,252,377.357739
0.084195,252,398.443351
0.080647,252,419.441559
0.084937,252,440.462479
0.088088,252,461.467384
0.081703,252,479.576756
0.079505,252,496.719289
0.076799,252,513.56952
0.066113,252,531.368394
0.066231,252,549.792052
0.066831,252,566.856494
0.065381,252,584.720978
0.057628,252,604.578044
0.058353,252,624.696923
0.061422,252,645.358356
0.059365,252,666.41612800.057379,252,687.34334900.050427,252,708.72139300.051405,252,729.30400300.046679,252,750.51377700.044634,252,771.18459500.047886,252,791.7554750.0.049757,252,812.628930.00.048415,252,834.009600.048079,252,854.70123100.053219,252,874.97042500.058795,252,895.16345500.057398,252,916.48334200.059514,252,936.58726200.058532,252,957.42387200.064074,252,978.75375100.067876,252,999.424087
0.067828,252,1019.491873
0.070746,252,1039.366755
0.065951,252,1059.624892
0.066836,252,1080.06264900.064004,252,1101.57898
0.062306,252,1122.7456990.0.064509,252,1143.2008130.0.069096,252,1162.0112250.0.070801,252,1180.470370.00.074352,252,1197.958430.00.07393,252,1216.5910730.0.072016,252,1235.059970.00.078228,252,1252.062930.00.084217,252,1270.999210.00.083315,252,1291.559250.00.084628,252,1312.788060.00.08383,252,1333.6245240.0.080364,252,1354.5979220.0.078533,252,1375.9235790.0.080753,252,1397.3018520.0.079687,252,1417.4994760.0.077757,252,1438.947990.00.075388,252,1459.914420.00.074491,252,1481.303540.00.074065,252,1502.067040.00.058131,252,1523.88520.040.057593,252,1544.45200.030.055271,252,1565.36890.030.051621,252,1586.4040.0310.05821,252,1607.25910.030.056554,252,1627.41740.030.053613,252,1646.5900.0290.056402,252,1665.7000.0290.052818,252,1684.0220.0310.053558,252,1701.0660.0310.050408,252,1718.4760.0310.047092,252,1736.0780.0320.047454,252,1752.9630.0310.044804,252,1769.5570.030.042126,252,1786.33050.030.044456,252,1803.05270.030.049151,252,1820.03440.030.048171,252,1837.24370.030.046296,252,1854.06450.030.04747,252,1870.9770.0310.053156,252,1888.7420.030.056852,252,1907.73020.030.05696,252,1924.69030.00.052039,252,1942.068370.00.051272,252,1958.877840.00.04832,252,1975.579620.00.045064,252,1992.186160.00.049042,252,2012.629880.00.055905,252,2034.475740.00.05773,252,2054.7297360.0.062337,252,2075.627470.00.066317,252,2096.480950.00.066697,252,2117.115570.00.06916,252,2138.0062400.065617,252,2158.38482800.064239,252,2179.17221700.065706,252,2200.0844
0.063161,252,2221.600407
0.06863,252,2242.416482
0.067533,252,2262.662926
0.067407,252,2283.242722
0.066068,252,2303.067905
0.064838,252,2323.109142
0.064104,252,2343.7451
0.06652,252,2365.082186
0.06734,252,2385.843518
0.064338,252,2406.318261
0.062804,252,2427.115713
0.061729,252,2448.13606
0.062065,252,2468.559432
0.062407,252,2488.059422
0.061646,252,2508.639335
0.0613,252,2529.333308
0.059504,252,2549.911704
0.058158,252,2571.146806
0.057378,252,2592.171699
0.054148,252,2612.71438
0.054242,252,2633.778552
0.055809,252,2654.83073
0.055826,252,2675.375617
0.055372,252,2696.23142
0.054675,252,2716.206891
0.053711,252,2736.315542
