#{"t_start": 1747655087.817972, "env_id": "None"}
r,l,t
0.13722,252,22.887635
0.134673,252,41.369044
0.135904,252,59.277622
0.135535,252,77.983596
0.135768,252,97.003154
0.135544,252,114.365949
0.134942,252,132.912935
0.137624,252,152.451671
0.137203,252,170.414001
0.136434,252,189.16531
0.134758,252,208.839529
0.133917,252,226.357246
0.131306,252,245.006686
0.134926,252,265.008474
0.134396,252,282.074367
0.134706,252,300.576404
0.134423,252,319.78464200.135667,252,337.9004120.0.136882,252,356.8445430.0.135896,252,375.4021990.0.136851,252,391.953990.00.136426,252,409.547190.00.135458,252,427.04250.050.136705,252,444.87450.050.13659,252,463.068140.00.138113,252,479.24260.050.137263,252,498.04160.050.138206,252,516.2990.0560.136859,252,534.6030.0550.137262,252,551.8780.050.136923,252,569.95760.050.135999,252,586.20730.050.136577,252,603.55310.050.135976,252,621.50520.050.135883,252,638.83960.00.136622,252,655.839910.00.134812,252,673.500.0550.134898,252,691.4740.0550.134911,252,707.9560.0560.134547,252,725.2780.0560.136044,252,742.8310.0560.134104,252,760.440.05650.13575,252,777.9990.0560.135391,252,795.0530.0550.135147,252,813.050.05520.135951,252,831.030.05570.137114,252,848.060.05520.136162,252,866.150.05540.133655,252,884.00.055160.135358,252,901.00.056250.13714,252,917.000.05520.135951,252,934.80.055420.135796,252,951.20.054920.133881,252,969.00.055090.135826,252,986.80.054620.133657,252,1003.0.054290.133673,252,1020.90.0530.133815,252,1039.4380.0540.134221,252,1056.20.054410.134107,252,1073.50.054350.135415,252,1090.60.0540.135509,252,1107.670.0540.135103,252,1124.8510.0540.136814,252,1142.2870.0540.135175,252,1158.50.053290.135121,252,1175.0.0527310.134752,252,11930.053297,0.134992,252,12090.05326,20.134592,252,1220.052584,20.133998,252,1240.051937,20.135404,252,120.053006,250.136001,252,10.053985,2530.133936,252,10.052554,2530.135589,252,0.052441,253,0.135484,252,0.052664,2530.135376,252,10.05226,253,0.134434,252,0.051477,253,0.134159,252,0.05303,253,10.135224,2520.053089,253,10.136313,2520.053138,253,10.136059,2520.052332,253,10.135668,2520.052241,253,10.136052,250.051378,253,140.135241,250.051718,253,140.134071,250.052526,253,150.133546,250.051922,253,150.133531,250.051482,253,150.133536,250.052414,253,150.135152,250.052273,253,150.132891,250.052555,253,10.134599,2520.052518,253,10.135408,2520.053424,253,10.133195,250.052262,253,160.133203,250.052751,253,10.132607,2520.052375,253,10.132319,2520.051502,253,10.132878,2520.051379,253,10.132185,2520.050628,253,10.131785,2520.051473,253,10.132821,2520.051267,253,10.13311,252,0.050225,253,0.132614,2520.05145,253,180.133729,250.050601,253,180.132964,250.051509,253,180.132908,20.051369,253,1850.133492,20.052113,253,1860.133894,20.051893,253,1880.133684,20.051297,253,1900.133305,20.052118,253,1910.132629,20.050703,253,1930.132418,0.051537,253,19500.131739,0.051158,253,19660.133132,0.050905,253,19820.134311,0.05058,253,2000.0.134200.050355,253,2016.0.1341250.050976,253,2033.0.1335450.051028,253,2050.0.1333240.051389,253,2067.0.1340560.052088,253,20830.133914,0.050879,253,21010.132741,0.051163,253,21180.134548,0.051007,253,21350.134311,0.051645,253,21520.133919,0.051268,253,21680.135021,0.052195,253,21840.1340870.051842,253,2201.0.1350940.05134,253,2218.80.135800.051747,253,2234.0.1347230.052577,253,2252.0.1359640.051544,253,2269.0.1369980.051598,253,2285.0.1356780.052009,253,2302.0.1357680.052325,253,2319.0.1354420.052127,253,2336.0.1361460.051648,253,2353.0.1352990.053125,253,2371.0.1344890.052471,253,23880.134554,0.051714,253,24050.133577,0.051686,253,24220.133651,0.052618,253,24390.132466,0.050923,253,24560.132014,0.051766,253,24730.13284,20.05177,253,24890.131537,0.051044,253,25060.132814,0.051391,253,25230.1325380.050768,253,2539.0.1332480.051412,253,2556.0.1336560.050842,253,2573.0.1352840.050777,253,2590.0.1336710.050684,253,2606.0.1332270.050304,253,2622.0.1340010.050499,253,2639.0.1332240.051337,253,2656.0.1319140.050878,253,2673.0.1324890.051013,253,2689.0.1330420.051148,253,2706.0.1321090.051104,253,2723.0.1314490.051125,253,2739.0.1323460.051174,253,2756.0.1325020.051295,253,2772.0.1344480.052443,253,2790.0.1331970.051313,253,2807.0.1338270.051192,253,28240.132632,0.051397,253,28410.13277,20.051124,253,2850.133449,20.051681,253,2870.133252,20.050733,253,2890.132395,20.051639,253,2900.132498,20.051953,253,2920.132921,20.051654,253,2940.132881,20.051557,253,2950.132847,20.051776,253,2970.133453,20.051401,253,2990.133024,20.051301,253,3000.133063,20.0514,253,3026.0.1336150.05064,253,3042.20.133560.050888,253,3058.60.133260.050562,253,3075.40.13210.050891,253,3091.860.13310.051471,253,3108.650.13280.050998,253,3125.0.1329690.050803,253,3141.0.1332520.050513,253,3157.0.1329950.050319,253,3174.0.1332620.051072,253,3190.0.1340080.050578,253,3207.0.1333850.051298,253,3223.0.1334440.051035,253,3240.0.1331260.051251,253,3256.0.1343890.050863,253,3273.0.1347470.050992,253,3290.0.1337030.052017,253,3307.0.133900.051469,253,3323.0.1336210.051434,253,33400.133386,0.050139,253,33580.132352,0.050402,253,33760.132604,0.050692,253,33930.132341,0.051519,253,34090.132481,0.050568,253,3420.132633,252,3424.389022
8,1258,3327.009457
0.051794,1258,3343.627686
0.052161,1258,3361.184299
0.052303,1258,3379.313728
0.052214,1258,3396.111121
0.052032,1258,3412.868494
0.052296,1258,3430.431165
1258,1217.171061
0.051908,1258,1225.13196
0.051726,1258,1230.354238
0.051942,1258,1235.060843
0.051537,1258,1242.196098
0.051141,1258,1246.551755
0.052099,1258,1251.008366
0.052082,1258,1258.42022
0.051492,1258,1263.294274
0.052512,1258,1267.909173
0.052368,1258,1276.373008
0.051893,1258,1281.658481
0.052434,1258,1286.733246
0.052232,1258,1294.39016
0.051777,1258,1299.351694
0.051554,1258,1303.785745
0.052242,1258,1311.216563
0.0516,1258,1315.763102
0.051879,1258,1320.324733
0.051983,1258,1328.485239
0.051788,1258,1333.698278
0.051761,1258,1338.509215
0.05246,1258,1345.770339
0.051672,1258,1350.393686
0.051633,1258,1354.640108
0.051884,1258,1361.779928
0.05208,1258,1366.361159
0.052722,1258,1371.258608
0.052505,1258,1378.82002
0.051723,1258,1383.524588
0.052013,1258,1387.891071
0.052568,1258,1395.156199
0.052567,1258,1399.674592
0.051761,1258,1404.140521
0.052367,1258,1411.161955
0.052194,1258,1415.440749
0.052054,1258,1420.397173
0.052306,1258,1428.315264
0.052126,1258,1433.087844
0.052421,1258,1437.427454
0.052788,1258,1444.859054
0.052588,1258,1449.092118
0.052366,1258,1453.629627
0.052399,1258,1460.854746
0.052607,1258,1465.245812
0.052318,1258,1470.383406
0.052583,1258,1478.584966
0.052167,1258,1483.116871
0.052074,1258,1486.951325
0.05138,1258,1494.924648
0.053048,1258,1499.287141
0.051788,1258,1503.046641
0.05209,1258,1511.207233
0.051849,1258,1515.997218
0.052994,1258,1520.577115
0.052108,1258,1529.389958
0.052189,1258,1534.227599
0.052034,1258,1538.314933
0.051786,1258,1546.5023
0.052554,1258,1551.217986
0.052594,1258,1555.087753
0.052229,1258,1563.080705
0.051923,1258,1567.467764
0.051996,1258,1571.283784
0.051741,1258,1579.838541
0.052177,1258,1585.151323
0.052059,1258,1589.224578
0.052356,1258,1597.214907
0.052442,1258,1601.808618
0.052067,1258,1605.770588
0.052324,1258,1613.583429
0.052183,1258,1617.892264
0.052044,1258,1621.863685
0.052504,1258,1630.161583
0.052426,1258,1635.129606
0.052009,1258,1639.055943
0.051909,1258,1647.465633
0.052035,1258,1652.18064
0.05251,1258,1655.980418
0.052409,1258,1664.26038
0.052325,1258,1668.793194
0.052316,1258,1673.007663
0.052102,1258,1681.142982
0.051498,1258,1685.808692
0.052046,1258,1689.837461
0.051871,1258,1698.006876
0.052872,1258,1702.789009
0.052889,1258,1706.847758
0.051707,1258,1715.173656
0.053014,1258,1719.791115
0.052263,1258,1724.048752
0.052307,1258,1732.479756
0.051944,1258,1737.434548
0.052577,1258,1741.280106
0.052224,1258,1749.242063
0.052362,1258,1753.643111
0.052334,1258,1757.578221
0.052763,1258,1765.517135
0.05266,1258,1770.109161
0.05198,1258,1774.083039
0.051917,1258,1782.012635
0.052717,1258,1786.603892
0.052505,1258,1790.418756
0.052587,1258,1798.677472
0.052689,1258,1803.234388
0.051644,1258,1807.128763
0.052534,1258,1814.978985
0.052408,1258,1819.682998
0.05259,1258,1826.773164
0.05321,1258,1831.679006
0.052714,1258,1836.496979
0.051709,1258,1844.001028
0.052547,1258,1848.946538
0.052386,1258,1853.670867
0.052004,1258,1860.780918
0.052455,1258,1865.426058
0.052145,1258,1869.648432
0.051876,1258,1877.312589
0.05228,1258,1882.468031
0.052306,1258,1887.087462
0.052008,1258,1894.395935
0.052878,1258,1898.87668
0.052974,1258,1903.219227
0.052929,1258,1910.230337
0.053234,1258,1914.750886
0.052818,1258,1919.074
0.052255,1258,1927.102561
0.051698,1258,1932.063093
0.052429,1258,1936.789119
0.052338,1258,1943.970398
0.052926,1258,1948.668749
0.053076,1258,1953.182372
0.052379,1258,1960.289277
0.052778,1258,1964.853817
0.052791,1258,1969.317178
0.053383,1258,1976.799573
0.05283,1258,1981.846396
0.052549,1258,1986.744635
0.053397,1258,1994.16987
0.052904,1258,1998.663664
0.052524,1258,2003.234416
0.052358,1258,2010.589716
0.053508,1258,2015.007829
0.052878,1258,2019.534978
0.052553,1258,2027.544657
0.052286,1258,2032.816394
0.052107,1258,2037.706092
0.052754,1258,2044.960802
0.052089,1258,2049.393776
0.052593,1258,2053.969452
0.052601,1258,2061.525919
0.052329,1258,2066.27379
0.052979,1258,2070.875361
0.052899,1258,2078.36757
0.053321,1258,2083.357376
0.052994,1258,2088.195097
0.052993,1258,2095.765909
0.053208,1258,2100.915236
0.053103,1258,2105.501645
0.052891,1258,2113.077357
0.052248,1258,2117.612187
0.052146,1258,2122.358396
0.052783,1258,2130.168931
0.053091,1258,2134.875011
0.052254,1258,2139.461119
0.052348,1258,2147.171466
0.052411,1258,2151.961806
0.052549,1258,2156.528185
0.052295,1258,2163.786527
0.052232,1258,2168.300871
0.052348,1258,2172.80679
0.052805,1258,2180.286645
0.051872,1258,2185.05796
0.052211,1258,2188.928399
0.052384,1258,2197.296029
0.052652,1258,2201.90474
0.052468,1258,2206.071101
0.052133,1258,2214.379566
0.052221,1258,2218.71977
0.051839,1258,2222.516956
0.052083,1258,2230.679221
0.051863,1258,2235.603385
0.052027,1258,2239.938653
0.052334,1258,2247.945365
0.052718,1258,2252.924706
0.052776,1258,2257.193208
0.051495,1258,2265.417168
0.052953,1258,2270.002787
0.052094,1258,2273.533948
0.052838,1258,2281.519196
0.052587,1258,2286.359231
0.053481,1258,2290.770744
0.052531,1258,2298.976328
0.052567,1258,2303.707186
0.052364,1258,2307.537299
0.052681,1258,2315.715058
0.052044,1258,2320.316462
0.052697,1258,2324.220187
0.05251,1258,2332.479894
0.052688,1258,2337.17716
0.053047,1258,2341.244108
0.051897,1258,2349.530479
0.051864,1258,2354.743641
0.053062,1258,2358.620281
0.052388,1258,2367.429267
0.052994,1258,2372.189325
0.052629,1258,2376.243766
0.052215,1258,2384.555886
0.052981,1258,2389.751245
0.052647,1258,2393.719739
0.051753,1258,2401.971262
0.05194,1258,2407.135477
0.052069,1258,2411.25602
0.052682,1258,2419.335202
0.052042,1258,2423.816333
