#{"t_start": 1712328357.8468733, "env_id": "None"}
r,l,t0.034347,252,20.990581
0.038112,252,40.575072
0.028528,252,58.004063
0.024196,252,74.789109
0.021666,252,93.046388
0.004946,252,111.952291
0.008474,252,129.556493
0.011567,252,149.095717
0.006918,252,168.90221
-0.000835,252,188.3511810-0.002519,252,208.0792090.-0.002188,252,226.851520.00.006549,252,245.602190.00.006854,252,263.111110.00.005488,252,283.016390.00.010596,252,302.516350.00.00984,252,322.3020990.0.005322,252,341.3423360.0.001203,252,359.541550.00.004828,252,378.868390.00.005241,252,397.848200.00.010245,252,416.712560.00.013042,252,436.454650.00.015519,252,455.692910.00.016578,252,475.726120.00.015699,252,494.517990.0.01564,252,513.3777750.0.017872,252,532.416990.0.021774,252,551.0425890.0.017258,252,571.342400.00.01868,252,590.3080760.0.020325,252,609.5232850.0.013331,252,628.0148540.0.009852,252,646.7885180.-0.010992,252,666.29570.0-0.015191,252,686.47880.02-0.006902,252,705.970.0339-0.019106,252,725.10.04229-0.022724,252,743.0.043006-0.02449,252,761.0.04191-0.020172,252,780.0.03461-0.008971,252,800.0.032261-0.009065,252,8190.02666,2-0.001498,252,80.017002,25-0.001845,252,0.022703,2530.003081,2520.023765,253,-0.002248,250.023306,253,90.006363,250.020041,253,90.00864,2520.013207,253,0.004652,2520.009811,253,0.005654,2520.010047,253,0.009041,2520.01109,253,1-0.002632,250.007176,253,10.002406,2520.007633,253,1-0.00664,2520.005416,253,1-0.005354,20.007275,253,108-0.01146,20.008251,253,110-0.0020750.008126,253,1126.-0.002760.010043,253,1145.60.00040.008874,253,1164.50.007070.0091,253,1183.6390.0070.012898,253,1203.6140.0030.017964,253,1222.4880.0000.014243,253,1242.0300.0030.01465,253,1261.68800.000.012928,253,1280.48170.000.013737,253,1300.67850.000.014355,253,1320.74290.000.01524,253,1338.830090.00.017848,253,1358.075010.00.013851,253,1377.315530.00.016931,253,1396.523610.00.017369,253,1415.697110.00.018716,253,1433.4340.0110.015114,253,1451.9980.0080.012673,253,1471.1150.0070.016163,253,1489.2980.0080.020368,253,1509.3440.0070.02113,253,1528.59340.010.025013,253,1546.60040.010.024722,253,1565.23280.000.02394,253,1583.863280.00.025316,253,1603.330570.0.024686,253,1622.8192590.0.023738,253,1642.0766400.028592,253,1661.461062-00.02455,253,1680.594765-0.023668,253,1699.958791
0.019826,253,1719.337077
0.021087,253,1737.800206
0.020741,253,1756.816572
0.019699,253,1775.817286
0.02205,253,1794.791251
0.023919,253,1813.220469
0.02474,253,1832.675604
0.019841,253,1851.673014
0.018516,253,1870.321182
0.019947,253,1888.84398
0.018377,253,1907.672144
0.017059,253,1926.840687
0.017363,253,1944.63965
0.018984,253,1963.676052
0.024218,253,1981.758167
0.024382,253,2000.68676
0.02322,253,2020.440272
0.023237,253,2040.127782
0.02276,253,2058.981556
0.02234,253,2078.205817
0.023482,253,2097.522744
0.025378,253,2117.105491
0.029215,253,2137.353453
0.032614,253,2155.682744
0.034391,253,2174.257339
0.038771,253,2192.99064
0.039924,253,2211.726574
0.045804,253,2230.775851
0.050191,253,2250.573287
0.049482,253,2270.004061
0.050716,253,2288.915109
0.047136,253,2308.018168
0.049077,253,2326.980892
0.046395,253,2346.734681
0.041907,253,2365.940596
0.045515,253,2384.644863
0.048662,253,2403.279641
0.050929,253,2421.731248
0.049159,253,2439.6048
0.04812,253,2457.944933
0.048062,253,2477.717701
0.04543,253,2496.703959
0.042516,253,2515.033586
0.044535,253,2533.518769
0.040879,253,2552.384755
0.043277,253,2570.92242
0.040657,253,2590.575766
0.037952,253,2609.380093
0.037337,253,2626.434214
0.038059,253,2641.559045
0.040056,253,2656.496143
0.039147,253,2673.602102
0.036855,253,2691.767867
0.035682,253,2711.295769
0.033745,253,2730.285104
0.032979,253,2750.101456
0.033877,253,2768.469862
0.033862,253,2788.361629
0.033562,253,2807.866938
0.031824,253,2827.351906
0.031645,253,2845.530414
0.032843,253,2864.029126
0.03359,253,2882.60897
0.031676,253,2901.407559
0.03016,253,2919.932898
0.031219,253,2939.00144
0.031022,253,2957.465192
0.034209,253,2976.73397
0.034322,253,2995.979823
0.035603,253,3015.015956
0.034484,253,3033.874555
0.033153,253,3052.74601
0.032549,253,3071.577868
0.031189,253,3090.992895
0.03177,253,3110.598014
0.033322,253,3129.653236
0.034463,253,3148.040214
0.033218,253,3166.757202
0.03122,253,3185.194371
0.032057,253,3203.358268
0.033769,253,3222.517212
0.03134,253,3241.943493
0.028717,253,3259.983718
0.02876,253,3279.744349
0.030047,253,3298.804147
0.032888,253,3317.32279
0.031762,253,3335.931715
0.031155,253,3354.320952
0.030255,253,3372.355235
0.027454,253,3390.972528
0.027576,253,3409.959517
0.02784,253,3428.969757
0.026842,253,3447.908916
0.0279,253,3466.111705
0.027719,253,3484.244086
0.028849,253,3502.413675
0.026822,253,3521.284895
0.027907,253,3539.970834
0.027331,253,3559.037596
0.026754,253,3576.766402
0.0262,253,3595.075845
0.026205,253,3613.512893
0.025668,253,3632.595825
0.025735,253,3650.415697
0.025931,253,3669.222553
0.026041,253,3687.582974
0.026361,253,3705.883724
0.024471,253,3724.606774
0.024178,253,3744.382754
0.023074,253,3763.704143
0.021711,253,3783.16972
,3684.650435
-0.037338,252,3702.939422
-0.037332,252,3721.67537
-0.036204,252,3741.506338
-0.037478,252,3760.77357
-0.037327,252,3780.232701
586825
0.795555,1258,3766.936997
0.795521,1258,3786.400882
258,1216.907557
875.499084,1258,1222.424344
877.541184,1258,1227.699038
877.126149,1258,1236.381241
878.402358,1258,1242.041577
878.372725,1258,1247.386878
880.841064,1258,1256.205966
881.325339,1258,1261.612881
882.248224,1258,1266.468857
881.972144,1258,1275.051903
883.230528,1258,1280.83409
884.163977,1258,1286.4971
883.097881,1258,1295.423978
884.340799,1258,1301.129924
886.511037,1258,1306.617316
886.710094,1258,1315.283641
888.052803,1258,1320.523607
888.114504,1258,1325.764703
888.624897,1258,1333.497865
889.492707,1258,1338.933962
890.661742,1258,1344.599549
891.757803,1258,1352.883371
891.169813,1258,1358.343584
892.802565,1258,1363.895046
894.104856,1258,1372.095326
891.263643,1258,1377.29271
895.113406,1258,1382.780319
893.762873,1258,1391.316256
894.710634,1258,1396.791104
896.494267,1258,1402.454812
896.345754,1258,1410.670782
896.332491,1258,1415.569652
896.902194,1258,1420.364066
898.637148,1258,1428.600691
897.631538,1258,1434.299039
899.666152,1258,1439.805571
899.609075,1258,1447.790553
901.292813,1258,1452.852131
900.503722,1258,1458.428804
899.655813,1258,1466.932119
899.916854,1258,1472.246684
903.836514,1258,1477.404235
902.387605,1258,1485.161551
904.955033,1258,1491.034164
905.504273,1258,1496.787002
906.131695,1258,1505.389557
906.852115,1258,1511.162868
908.592541,1258,1516.376478
906.256054,1258,1524.672596
909.834618,1258,1529.818378
907.060805,1258,1534.90793
910.023299,1258,1542.614133
911.205424,1258,1547.804253
908.959992,1258,1553.269969
911.644466,1258,1561.576778
913.033796,1258,1566.780419
914.145926,1258,1571.881475
912.070401,1258,1580.192637
913.294806,1258,1585.793959
913.726511,1258,1591.415095
914.035286,1258,1599.784075
912.715486,1258,1605.057184
914.912041,1258,1609.970238
916.022744,1258,1619.764551
917.677026,1258,1624.886613
918.155245,1258,1629.432918
917.393488,1258,1638.991467
916.816419,1258,1644.100328
918.724142,1258,1648.936546
917.687755,1258,1658.036839
918.431329,1258,1663.391169
920.556956,1258,1668.284325
920.052613,1258,1677.568363
920.393482,1258,1683.063602
921.431715,1258,1687.848894
923.361912,1258,1696.962516
923.888602,1258,1702.365882
923.709543,1258,1707.219396
925.11637,1258,1716.214883
925.648333,1258,1721.339522
925.994793,1258,1726.021336
925.613889,1258,1734.591498
928.435609,1258,1740.127574
928.21302,1258,1744.52677
928.671891,1258,1753.870715
930.844894,1258,1759.153265
930.168153,1258,1763.764401
931.849541,1258,1772.879259
931.68908,1258,1777.722275
931.216142,1258,1782.583342
933.282048,1258,1791.965454
932.993386,1258,1797.228608
934.79805,1258,1801.617473
932.508386,1258,1810.443733
935.419741,1258,1816.26204
934.893072,1258,1821.039989
935.305249,1258,1830.409728
933.935701,1258,1835.628073
936.424319,1258,1840.108529
936.856538,1258,1848.737674
937.077092,1258,1853.768589
937.334337,1258,1858.56346
937.087349,1258,1867.538633
936.048364,1258,1872.837504
937.210203,1258,1877.338114
937.569941,1258,1886.439045
939.810201,1258,1892.079656
938.621447,1258,1896.481133
938.496681,1258,1905.884076
939.792897,1258,1911.464368
939.517552,1258,1916.092326
939.612253,1258,1924.966322
939.464731,1258,1930.161002
939.074739,1258,1934.356702
940.806671,1258,1943.308131
938.672687,1258,1949.060923
940.700009,1258,1953.429777
941.43393,1258,1962.140568
943.470644,1258,1966.834383
941.946821,1258,1971.463874
944.072162,1258,1980.398084
945.33261,1258,1985.582797
946.280639,1258,1994.117747
946.868167,1258,1999.476046
944.651474,1258,2005.248699
946.65666,1258,2013.988945
948.333879,1258,2019.506375
947.953918,1258,2025.146569
