#{"t_start": 1747201104.2101521, "env_id": "None"}
r,l,t
0.116643,252,20.146162
0.117213,252,36.547584
0.116612,252,52.457067
0.115869,252,68.378256
0.116199,252,84.49762200.11629,252,100.831291
0.116368,252,116.299316
0.116131,252,131.815072
0.115605,252,147.62749
0.115788,252,163.894628
0.1154,252,179.449147
0.115156,252,194.861135
0.116473,252,211.087542
0.11738,252,227.676127
0.116547,252,243.764555
0.115753,252,258.97244
0.116887,252,274.728404
0.115383,252,289.668334
0.115848,252,305.159262
0.115959,252,320.154855
0.116652,252,335.152751
0.115884,252,350.502274
0.117095,252,365.433497
0.118123,252,381.006129
0.118478,252,395.886982
0.118779,252,410.60586
0.119806,252,425.753913
0.119232,252,440.713526
0.119876,252,456.057152
0.118221,252,471.47863
0.117903,252,486.927651
0.116724,252,502.445541
0.117821,252,517.589972
0.117769,252,533.070153
0.118264,252,548.351371
0.118563,252,563.701636
0.119525,252,578.883351
0.11939,252,593.567018
0.119839,252,608.936253
0.119662,252,623.922323
0.120015,252,639.092671
0.120016,252,654.729646
0.120697,252,670.084346
0.119886,252,685.649742
0.119864,252,701.38881
0.120114,252,716.968541
0.120523,252,732.251343
0.120654,252,747.844594
0.120793,252,763.433264
0.121068,252,778.555638
0.121729,252,793.468089
0.120844,252,809.08405400.121488,252,824.32910700.120232,252,840.21220400.12022,252,856.371536
0.1195,252,872.008194
0.119502,252,887.355311
0.119687,252,903.686646
0.119004,252,919.583286
0.119678,252,934.741833
0.119705,252,950.236332
0.119459,252,966.117719
0.120052,252,981.481064
0.120701,252,996.687894
0.120452,252,1012.010146
0.120635,252,1027.535503
0.120735,252,1043.632227
0.121193,252,1059.185494
0.121378,252,1074.374907
0.121415,252,1090.105721
0.121395,252,1105.705048
0.120903,252,1120.818404
0.120177,252,1136.71198
0.119078,252,1152.118032
0.118645,252,1167.543067
0.119007,252,1182.24469
0.118337,252,1197.318136
0.119006,252,1213.032255
0.118378,252,1228.544407
0.119509,252,1243.561956
0.120428,252,1258.721325
0.120134,252,1274.935558
0.118882,252,1290.379473
0.119358,252,1305.48804
0.119318,252,1320.79912
0.119083,252,1336.334797
0.118778,252,1351.429621
0.119118,252,1366.557801
0.11805,252,1382.059287
0.118408,252,1396.846854
0.118712,252,1412.565098
0.118173,252,1427.741302
0.117458,252,1443.129924
0.117849,252,1458.364271
0.118247,252,1473.419961
0.118725,252,1488.854802
0.118266,252,1504.073672
0.118434,252,1519.522509
0.117648,252,1535.400993
0.117218,252,1550.800249
0.117976,252,1565.273482
0.118303,252,1580.872346
0.116601,252,1596.602449
0.11739,252,1612.02362800.118081,252,1627.3938170.0.118947,252,1643.0626560.0.119599,252,1658.3860470.0.119024,252,1673.5942690.0.118657,252,1689.0661870.0.119365,252,1704.44580.030.118795,252,1719.96910.030.117061,252,1735.26220.00.117703,252,1750.522850.00.118211,252,1765.622140.00.117066,252,1781.567430.00.118517,252,1797.014610.00.118945,252,1812.381650.00.11819,252,1827.8362450.0.118699,252,1843.2275160.0.118129,252,1858.5388010.0.118554,252,1874.096340.00.118174,252,1889.582950.00.11749,252,1904.800710.00.11752,252,1920.6277090.0.117594,252,1935.8663740.0.117477,252,1950.6833780.0.117116,252,1966.124640.00.117027,252,1981.146080.00.117654,252,1995.754110.00.117764,252,2011.19420.030.117763,252,2026.53100.030.117525,252,2041.82580.00.117027,252,2057.177400.00.116109,252,2072.094460.0.116565,252,2087.724160.00.115877,252,2102.928290.00.116303,252,2117.688320.00.116237,252,2132.865110.00.116827,252,2148.516220.00.11734,252,2163.8536800.116353,252,2178.60650800.115739,252,2193.9480820.0.11586,252,2208.71191
0.116247,252,2223.632618
0.115581,252,2239.10503800.115999,252,2254.08549100.114869,252,2269.17342200.114928,252,2284.27297300.114992,252,2299.97076500.114976,252,2315.57149500.114996,252,2330.75588100.115318,252,2345.48688600.114496,252,2360.53554500.113957,252,2376.0261770.0.11448,252,2391.11862300.114361,252,2406.69504500.11402,252,2421.607522
0.113603,252,2436.579431
