#{"t_start": 1747201104.2251697, "env_id": "None"}
r,l,t
0.116643,252,20.188504
0.117213,252,36.589942
0.116612,252,52.499413
0.115869,252,68.420404
0.116199,252,84.539949
0.11629,252,100.87348
0.116368,252,116.341478
0.116131,252,131.857225
0.115605,252,147.669815
0.115788,252,163.936781
0.1154,252,179.491169
0.115156,252,194.903092
0.116473,252,211.129697
0.11738,252,227.718115
0.116547,252,243.806708
0.115753,252,259.014395
0.116887,252,274.770562
0.115383,252,289.710486
0.115848,252,305.201416
0.115959,252,320.197009
0.116652,252,335.194664
0.115884,252,350.544391
0.117095,252,365.475501
0.118123,252,381.048297
0.118478,252,395.928971
0.118779,252,410.647974
0.119806,252,425.796066
0.119232,252,440.75568
0.119876,252,456.099105
0.118221,252,471.520956
0.117903,252,486.969647
0.116724,252,502.48778500.117821,252,517.6321620.0.117769,252,533.112350.00.118264,252,548.393720.00.118563,252,563.74360.030.119525,252,578.9250.0290.11939,252,593.60890.020.119839,252,608.97840.020.119662,252,623.9640.030.120015,252,639.1340.0290.120016,252,654.7710.0300.120697,252,670.1260.0290.119886,252,685.6910.0300.119864,252,701.4300.030.120114,252,717.01050.030.120523,252,732.29320.030.120654,252,747.8860.0300.120793,252,763.4750.030.121068,252,778.590.03090.121729,252,793.510.03090.120844,252,809.120.03120.121488,252,824.370.03080.120232,252,840.20.02980.12022,252,856.4130.0300.1195,252,872.05040.030.119502,252,887.39740.030.119687,252,903.72890.030.119004,252,919.62560.030.119678,252,934.7830.0330.119705,252,950.2780.0330.119459,252,966.1600.120052,252,981.52337
0.120701,252,996.730085
0.120452,252,1012.052314
0.120635,252,1027.577662
0.120735,252,1043.674385
0.121193,252,1059.227617
0.121378,252,1074.417058
0.121415,252,1090.148073
0.121395,252,1105.746993
0.120903,252,1120.860401
0.120177,252,1136.75412800.119078,252,1152.1602310.0.118645,252,1167.5852260.0.119007,252,1182.2867060.0.118337,252,1197.3602890.0.119006,252,1213.0743210.0.118378,252,1228.5865710.0.119509,252,1243.603960.00.120428,252,1258.763690.0.120134,252,1274.9775410.0.118882,252,1290.4216250.0.119358,252,1305.5301850.0.119318,252,1320.8411570.0.119083,252,1336.3770350.0.118778,252,1351.4717760.0.119118,252,1366.6001230.0.11805,252,1382.101430.00.118408,252,1396.889170.00.118712,252,1412.607050.00.118173,252,1427.783330.00.117458,252,1443.171870.00.117849,252,1458.406620.00.118247,252,1473.462310.00.118725,252,1488.896950.00.118266,252,1504.115810.00.118434,252,1519.56460.030.117648,252,1535.44310.030.117218,252,1550.84240.030.117976,252,1565.31540.030.118303,252,1580.91420.030.116601,252,1596.64460.030.11739,252,1612.06570.030.118081,252,1627.4360.0300.118947,252,1643.1040.0300.119599,252,1658.4280.0300.119024,252,1673.6360.0300.118657,252,1689.1080.0310.119365,252,1704.40.030240.118795,252,1720.00.030500.117061,252,1735.30.030310.117703,252,1750.50.029450.118211,252,1765.60.029350.117066,252,1781.60.029810.118517,252,1797.00.029890.118945,252,1812.0.03020.11819,252,1827.8780.0290.118699,252,1843.2690.030.118129,252,1858.5800.0300.118554,252,1874.1380.0300.118174,252,1889.60.030950.11749,252,1904.80.030490.11752,252,1920.660.0300.117594,252,1935.9080.0300.117477,252,1950.7250.0300.117116,252,1966.1660.0290.117027,252,1981.1880.0300.117654,252,1995.7960.0290.117764,252,2011.2360.0300.117763,252,2026.5730.0300.117525,252,2041.8680.0300.117027,252,2057.2190.0300.116109,252,2072.1360.0300.116565,252,2087.7660.0300.115877,252,2102.9700.0300.116303,252,2117.7300.0310.116237,252,2132.9070.0310.116827,252,2148.5580.0290.11734,252,2163.89580.030.116353,252,2178.64860.00.115739,252,2193.99030.030.11586,252,2208.753880.0.116247,252,2223.6745960.0.115581,252,2239.147190.00.115999,252,2254.127900.00.114869,252,2269.215670.00.114928,252,2284.315130.00.114992,252,2300.013070.00.114976,252,2315.613650.0.114996,252,2330.7978600.115318,252,2345.5290370.0.114496,252,2360.577530.00.113957,252,2376.068330.00.11448,252,2391.1607810.0.114361,252,2406.7373930.0.11402,252,2421.64949100.113603,252,2436.62178300.114343,252,2451.93766
0.114703,252,2467.658467
0.115356,252,2482.81594
0.115979,252,2497.932412
0.11519,252,2513.436764
0.115335,252,2528.748182
0.115593,252,2544.45652
0.115958,252,2559.838567
0.116156,252,2575.102203
0.115784,252,2590.830124
0.114275,252,2606.324023
0.114107,252,2621.99077
0.114065,252,2637.31734
0.115031,252,2652.517644
0.115236,252,2668.062266
0.114481,252,2683.44084
0.115306,252,2699.167075
0.11489,252,2715.040208
0.114798,252,2729.6647
0.115663,252,2745.499077
0.11589,252,2760.383002
0.115556,252,2776.235257
0.115085,252,2791.465409
0.115876,252,2806.634465
0.115299,252,2822.014416
0.115011,252,2837.021075
0.115601,252,2852.051639
0.115673,252,2867.225221
0.114868,252,2882.847649
0.11565,252,2897.880406
0.114674,252,2913.235562
0.115092,252,2928.381249
0.114954,252,2943.806377
0.114615,252,2959.103726
0.114029,252,2974.504041
0.115086,252,2989.910455
0.115194,252,3005.316232
0.115426,252,3020.682505
0.115269,252,3035.968277
0.114781,252,3051.648485
0.114315,252,3066.659624
0.113377,252,3082.046536
6032
,1258,2981.066319
0.045774,1258,2996.404376
0.045477,1258,3011.801444
0.045564,1258,3027.223925
0.045649,1258,3042.510814
0.045651,1258,3058.139115
0.04571,1258,3073.228199
0.045788,1258,3088.564921
258,1071.859975
