#{"t_start": 1712344014.2612276, "env_id": "None"}
r,l,t
-0.040308,252,22.3107990.-0.040047,252,42.80345-0.-0.033172,252,63.30334-0.-0.028589,252,83.509-0.03-0.014484,252,104.689-0.02-0.025386,252,125.203-0.05-0.019141,252,146.94-0.053-0.01854,252,166.930-0.05-0.018513,252,188.0-0.0526-0.013635,252,209.1-0.0505-0.014548,252,230.3-0.0583-0.011396,252,252.0-0.0574-0.00876,252,273.0-0.0626-0.009147,252,294.1-0.0634-0.009768,252,314.9-0.0617-0.009069,252,334.-0.05290-0.010074,252,354.-0.0540-0.011892,252,374.4-0.0487-0.011025,252,394.4-0.0515-0.012352,252,415.7-0.0544-0.012384,252,436.7-0.0556-0.011887,252,457.-0.05625-0.008005,252,479-0.054261-0.007944,252,499-0.05399-0.006628,252,519-0.055687-0.004743,252,538-0.053866-0.001246,252,55-0.047104,-0.001005,252,57-0.067262,-0.003034,252,6-0.061428,2-0.003031,252,-0.059878,25-0.001165,252,-0.059772,250.000412,252,6-0.072998,20.003451,252,68-0.072294,0.01131,252,705.-0.087120.014855,252,725.7-0.08450.014559,252,747.43-0.0860.010273,252,769.237-0.090.014069,252,790.5548-0.00.016429,252,812.27381-0.0.017393,252,833.68836-00.016154,252,854.95701
0.01837,252,875.556375
0.017536,252,897.201141
0.018692,252,919.147104
0.017097,252,940.121348
0.018593,252,961.662725
0.018177,252,982.854367
0.01971,252,1003.972483
0.016698,252,1025.296094
0.015149,252,1047.778109
0.01479,252,1068.696385
0.014424,252,1090.355057
0.015692,252,1112.232882
0.01503,252,1130.838427
0.015966,252,1150.120847
0.008814,252,1170.537339
0.009073,252,1191.262665
0.008142,252,1210.986801
0.007255,252,1232.057865
0.006138,252,1253.147391
0.00563,252,1274.500041
0.007093,252,1295.77814
0.003077,252,1317.431097
-0.000319,252,1337.984039
-0.0032,252,1359.077847
-0.007042,252,1381.211385
-0.006843,252,1402.091897
-0.005677,252,1423.139209
-0.005638,252,1444.668126
-0.007798,252,1466.442405
-0.005667,252,1487.996815
-0.004534,252,1510.2095
-0.004574,252,1531.902226
0.000324,252,1551.138424
-0.002119,252,1568.618302
-0.001148,252,1584.907585
0.002193,252,1601.415612
0.002135,252,1618.732462
0.003869,252,1636.86006
0.006718,252,1654.110116
0.006361,252,1671.194676
0.002277,252,1687.753528
0.0027,252,1704.605899
0.003385,252,1721.470238
0.002188,252,1739.271549
0.000622,252,1759.531006
