#{"t_start": 1712930790.5647476, "env_id": "None"}
r,l,t
0.126818,252,22.26570900.126109,252,43.01817900.128201,252,63.50785300.127042,252,83.82793300.121096,252,104.28942700.123613,252,124.87864600.131541,252,145.7806070.0.136319,252,166.4306930.0.134553,252,186.6661060.0.132197,252,206.0617520.0.135249,252,225.5016440.0.134707,252,242.3847060.0.135303,252,259.657460.0.132269,252,277.387
0.134615,252,294.640167
0.135236,252,311.647542
0.132836,252,328.819931
0.131439,252,347.052737
0.129533,252,367.083632
0.126895,252,387.376241
0.129543,252,408.557412
0.126441,252,428.694588
0.128321,252,447.812805
0.130306,252,466.958276
0.129745,252,483.694712
0.126281,252,499.887644
0.126171,252,520.412926
0.12623,252,541.45831
0.124777,252,561.650913
0.124672,252,581.643677
0.126305,252,602.498645
0.128151,252,622.33224
0.126599,252,642.331692
0.122761,252,661.935519
0.122175,252,681.177159
0.116606,252,699.124299
0.112887,252,714.636117
0.107472,252,730.725229
0.109706,252,747.018486
0.109655,252,764.649582
0.112246,252,780.911641
0.105469,252,797.165882
0.109307,252,813.53829
0.108707,252,829.749747
0.111025,252,847.504946
0.107576,252,863.751075
0.110371,252,880.256737
0.110248,252,896.579036
0.109987,252,913.45522
0.110938,252,929.522313
0.109999,252,945.267314
0.109993,252,961.818219
0.109606,252,978.288844
0.108958,252,995.022298
0.104838,252,1011.108230.00.106539,252,1028.25180.030.107333,252,1047.01190.030.100771,252,1066.9750.0350.095189,252,1087.6040.0360.103498,252,1107.2360.0370.098223,252,1127.2860.0380.098959,252,1147.500.03820.098664,252,1166.880.03890.104304,252,1186.900.04130.107516,252,1207.190.04380.111033,252,1227.20.043120.109333,252,1248.10.044070.105749,252,1267.50.041020.110746,252,1287.0.0449160.109645,252,13070.045967,0.106174,252,13270.045084,0.107631,252,1340.045272,20.107949,252,1360.043363,20.107536,252,1380.042265,20.109855,252,1400.041073,20.113525,252,1420.0413,2530.115517,252,10.042865,2530.113717,252,10.043581,250.113716,252,140.046248,250.114194,252,150.047684,20.112822,252,1520.047404,20.114364,252,1540.042961,20.113156,252,1560.041423,20.117095,252,1580.042862,20.1185,252,1602.0.0415630.12004,252,1619.10.042720.115918,252,1635.40.042070.120612,252,1652.00.041310.118475,252,1668.20.041010.119217,252,1684.0.0380390.122841,252,17010.039274,0.122458,252,17170.0371020.125531,252,1734.0.0329710.126328,252,1750.0.0326930.126535,252,1766.0.0339490.125435,252,17830.032465,0.120444,252,17990.03357,20.122695,252,1810.035517,20.121462,252,1830.037372,20.12278,252,1840.039345,20.121033,252,1860.040662,20.122755,252,1880.039568,20.120958,252,1890.038358,0.121218,252,19130.037271,0.121871,252,19300.03825,20.124387,252,190.038893,250.121713,252,190.03808,2530.123687,252,10.037177,2530.124255,252,10.036704,0.12472,252,2011.0.0374020.12463,252,2027.60.037780.125789,252,2043.90.037510.128604,252,2060.20.037860.130766,252,2077.00.03940.127241,252,2093.740.04040.130341,252,2110.310.03960.133069,252,2126.350.0370.135462,252,2142.2610.0390.13287,252,2157.9950.0380.132915,252,2174.5490.0380.133558,252,2190.0520.0370.134432,252,2206.3130.0370.134402,252,2222.8400.0380.131577,252,2238.9920.0390.131229,252,2255.090.03880.129242,252,2270.550.04020.127989,252,2286.50.041710.125852,252,2302.70.040610.125735,252,2319.0.0385840.125189,252,2336.0.0387650.126011,252,2353.0.0376970.126341,252,2371.0.0381870.122966,252,2391.0.0380410.11902,252,2410.60.038560.122225,252,2429.0.0380440.125677,252,2449.0.0397650.127656,252,2468.0.0381270.128155,252,2487.0.0364150.130563,252,2507.0.0399270.128195,252,2526.0.0392460.132079,252,25440.041714,0.131854,252,25640.042162,0.132791,252,25830.039112,0.13295,252,2603.0.039570.132212,252,2622.30.040450.131027,252,2642.20.041460.131537,252,2662.80.042320.128541,252,2682.0.0412190.12733,252,2701.70.040210.12857,252,2721.810.03910.128767,252,2741.740.0380.125656,252,2761.0170.030.126831,252,2780.54140.040.127432,252,2799.3950.0430.128607,252,2816.5800.0430.128837,252,2832.720.04240.121985,252,2849.190.04250.121861,252,2865.770.04270.121864,252,2881.60.042060.120159,252,2897.20.041450.118839,252,2913.0.0394220.118894,252,2930.0.0401080.117086,252,2950.0.0389530.115945,252,2970.0.0393460.114544,252,2989.0.0384740.113819,252,3009.0.0386510.114881,252,3029.0.0378590.114641,252,3049.0.0373490.117966,252,3068.0.0377570.116104,252,3088.0.0385230.115135,252,3107.0.0387170.116069,252,3127.0.03888,0.115982,252,31460.038587,0.115878,252,31640.0395790.114689,252,31850.038542,0.114695,252,32050.038445,0.115242,252,32240.0395910.116311,252,3244.0.0387440.116031,252,3263.0.0384050.115917,252,3280.038265,20.117767,252,3290.036974,0.120203,252,33120.035549,0.121985,252,33290.03586,20.118569,252,3340.036826,20.121082,252,330.037103,250.12107,252,3370.037403,20.120688,252,3390.037651,20.12127,252,34110.037586,0.121712,252,34280.038194,0.121041,252,34440.038162,0.118123,252,34610.037083,0.117142,252,34770.036592,0.118392,252,34930.037224,0.116732,252,35100.037402,0.118077,252,35260.037434,0.116985,252,35410.037623,0.115877,252,35580.0381840.116224,252,3574.0.0390610.114454,252,3590.0.0391090.115089,252,3606.746287
8,3499.961418
0.573062,1258,3516.370823
0.572674,1258,3532.467124
0.5722,1258,3548.042511
0.572228,1258,3564.778041
0.572961,1258,3581.004059
0.572937,1258,3596.95099
0.572703,1258,3612.88576
24262
62.308495,1258,1230.665857
53.644526,1258,1236.327331
57.6153,1258,1245.917984
58.621484,1258,1251.567212
57.628084,1258,1256.747605
57.238692,1258,1265.153336
58.388394,1258,1271.162457
64.618499,1258,1276.946482
63.353036,1258,1285.428402
64.227747,1258,1291.179477
53.581942,1258,1296.565262
62.646377,1258,1305.69714
57.565404,1258,1311.644109
59.938195,1258,1317.005461
60.215329,1258,1325.477943
64.933925,1258,1331.292021
59.99705,1258,1336.587919
61.692469,1258,1344.533131
68.818648,1258,1349.188863
68.056758,1258,1354.538111
70.656093,1258,1362.858376
70.992915,1258,1368.312389
70.796844,1258,1373.403836
70.057005,1258,1381.904599
69.243387,1258,1387.578399
72.055872,1258,1393.374424
68.455747,1258,1402.789563
73.355611,1258,1408.334496
70.844868,1258,1414.315655
70.271968,1258,1423.330261
70.475629,1258,1429.346689
71.956759,1258,1434.673753
75.888394,1258,1443.229516
73.967183,1258,1448.926183
73.878985,1258,1454.826062
68.894528,1258,1463.31374
71.681495,1258,1468.678051
73.501194,1258,1474.126629
67.657264,1258,1482.865602
69.746746,1258,1488.539469
70.756157,1258,1494.283998
54.514621,1258,1502.930677
68.054637,1258,1508.735461
60.88516,1258,1514.596572
65.748515,1258,1523.158644
64.146884,1258,1528.76094
68.427919,1258,1534.422456
63.411176,1258,1543.10115
64.211999,1258,1549.101974
71.558122,1258,1554.782942
69.755988,1258,1563.212489
75.347659,1258,1568.643549
73.266074,1258,1574.474846
70.855613,1258,1583.398207
76.333886,1258,1588.775688
70.486333,1258,1593.78728
75.623195,1258,1602.248854
70.098595,1258,1606.442216
75.694879,1258,1610.128567
77.394703,1258,1618.564898
77.775847,1258,1622.882776
79.0947,1258,1626.511821
78.286075,1258,1634.785264
79.277295,1258,1639.372166
76.508343,1258,1643.239777
76.517837,1258,1651.403126
77.808532,1258,1655.85375
69.589422,1258,1659.516855
74.945682,1258,1667.540563
75.047414,1258,1671.863632
73.223274,1258,1675.890812
75.098546,1258,1684.147485
76.574083,1258,1688.748157
78.280398,1258,1692.456643
79.042484,1258,1700.705115
74.832047,1258,1704.937482
79.012806,1258,1708.644687
74.779603,1258,1717.076719
78.348451,1258,1721.526594
70.715992,1258,1725.44863
75.279915,1258,1733.974891
79.573155,1258,1738.35623
79.116913,1258,1742.044542
79.229464,1258,1750.219908
78.642872,1258,1754.484299
79.021297,1258,1758.075844
75.839939,1258,1766.521206
75.457952,1258,1771.086483
76.77482,1258,1774.877014
78.336177,1258,1782.897389
72.39051,1258,1787.217381
71.947914,1258,1790.859665
72.639822,1258,1798.980686
76.191509,1258,1803.345281
75.459213,1258,1807.17563
75.548995,1258,1815.119803
65.176769,1258,1819.543479
78.172653,1258,1823.476346
72.313371,1258,1831.548971
78.927176,1258,1836.292622
69.501466,1258,1840.280575
75.552464,1258,1848.646393
67.141141,1258,1852.780517
66.155811,1258,1856.42669
71.935344,1258,1864.878312
72.655426,1258,1869.404871
74.145486,1258,1873.098258
77.075894,1258,1881.410582
74.41228,1258,1885.761347
75.402554,1258,1889.772139
78.741119,1258,1898.061272
74.775816,1258,1902.220954
70.48216,1258,1905.808979
75.939873,1258,1914.440197
77.658466,1258,1919.01024
75.401595,1258,1926.744656
78.225111,1258,1931.523172
76.94906,1258,1935.794377
78.703193,1258,1943.259277
79.812821,1258,1947.578168
78.210533,1258,1952.029535
81.239601,1258,1959.622702
80.785627,1258,1964.090261
83.425089,1258,1968.311444
84.714555,1258,1975.718349
80.231288,1258,1980.254736
